"id" "text" "screenname" "isretweet" "retweeted" "created"
"41" "538840642013917185" "RT @TheVampsband: Today is #BlackFriday don't sleep in and miss it like Brad! Remember you can get the album in @Walmart‚Ä¶ http://t.co/8LlZK‚Ä¶" "goodchild_kylie" TRUE FALSE 1417304594
"42" "538840618651246593" "@Walmart I DID &amp; THIS IS THE RESPONSE I GOT. THEN WHEN I CALL, I WAS TOLD THERE IS NOTHING THEY CAN DO EITHER! http://t.co/sUm9XNI9dp" "callmejwil_AR" FALSE FALSE 1417304589
"43" "538840312425484288" "I want to #win this $100 @Walmart Gift card #giveaway to buy a @DaisyOutdoor from @stayclosetohome 11/30 US http://t.co/XMWIsy1Nh7" "rudybull" FALSE FALSE 1417304516
"44" "538840239444602880" "RT @LOrion: . @WalMart evacuated following bomb threat in #SwataraTownship, Pa. #livingwage #unions #uniteblue #BlackFriday   http://t.co/L‚Ä¶" "PeoplesVuePoint" TRUE FALSE 1417304498
"45" "538840149971726336" "@Walmart I am a big supporter of yours thru thick and thin....all the attacks. But if you sell halal....it's OVER." "gloriabundance" FALSE FALSE 1417304477
"46" "538840107588259840" "@Walmart CMO leaves to pursue new interest. http://t.co/q5QRli3ryG" "ddwashburn" FALSE FALSE 1417304467
"47" "538840045206388736" "Think @Walmart cares about clean energy? Think again. check out the report from http://t.co/Kj1ccMT2BN" "budur_nisuis" FALSE FALSE 1417304452
"48" "538840002961354752" "@Walmart donated $10,000 to Darren Wilson? damn I'm in college and they couldn't do that for me? #LoyalCustomerWithNoBenefits" "ayeitztanzie" FALSE FALSE 1417304442
"49" "538839898573135872" "@Grubama @DebraPianalto @Walmart @gamma_ray239 forcing us 2 eat their food &amp; forced us to give them our churches also http://t.co/umQSGVuMkW" "PeacefulChrist" FALSE FALSE 1417304417
"50" "538839896518307841" "@walmart, its 182 miles roughly, I sure hope @fedex gets it to me faster than 4 days.." "firehoppr" FALSE FALSE 1417304417
"51" "538839870765268992" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "CamzDoStyles" TRUE FALSE 1417304411
"52" "538839843820695552" "Thanks a lot @Walmart I ordered a tablet with the 1-hourguarantee and now my TC# don't work because my item wasn't rang up rite. #walmartsuk" "andrew_dafuture" FALSE FALSE 1417304404
"53" "538839801458606081" ". @WalMart evacuated following bomb threat in #SwataraTownship, Pa. #livingwage #unions #uniteblue #BlackFriday   http://t.co/L8FUGfVTGW" "LOrion" FALSE FALSE 1417304394
"54" "538839799390814208" "RT @WaddySolomon: All CD's are 30 percent off tomorrow morning at @Walmart - so go get @TheVampsband debut USA release! #MeetTheVamps http:‚Ä¶" "annambaibe_" TRUE FALSE 1417304393
"55" "538839653680693248" "Big shout out to the tire dept at the Brooksville, FL @Walmart. You totally saved the day for us!" "hattienell" FALSE FALSE 1417304359
"56" "538839442119995392" "RT @Walmart: Decorating for the holidays? Here‚Äôs how to quickly decorate a perfect tree: http://t.co/hTRDYzUQ4h http://t.co/jCG6nNcukn" "MarylandGirl85" TRUE FALSE 1417304308
"57" "538839426802401280" "RT @ricekrispies: Dulce de Leche Treats make a caramelicious gift. Get recipe &amp; ingredients at @Walmart. http://t.co/Dxbr1fN27n
https://t.c‚Ä¶" "KikiS_SuperSwag" TRUE FALSE 1417304305
"58" "538839314852220928" "RT @TheVampsband: Today is #BlackFriday don't sleep in and miss it like Brad! Remember you can get the album in @Walmart‚Ä¶ http://t.co/8LlZK‚Ä¶" "annambaibe_" TRUE FALSE 1417304278
"59" "538839273324417024" "#Ferguson @Walmart stores sure losing a lot of money for one killer #Wilson wasn't worth it ! He should have been indicted" "AngelDevil1166" FALSE FALSE 1417304268
"60" "538839183566315520" "RT @TheVampsband: Hey USA! Miss us yet? Stop by @Target @ClairesStores @Walmart and grab #MeetTheVamps today #BlackFriday http://t.co/EL9Qm‚Ä¶" "annambaibe_" TRUE FALSE 1417304247
"61" "538839174959599616" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "horandeosa" TRUE FALSE 1417304245
"62" "538839038468579328" "@Walmart thanks Beth ‚ô° you are awesome! I appreciate you taking the time to post that for me ‚ô° ...love how easy @twitter is..." "NaiyaVanity" FALSE FALSE 1417304212
"63" "538838989852393472" "Hey @Walmart you shouldn't have to advertise on tv that you're opening more lanes. You should fucking do it." "MichaelFunston" FALSE FALSE 1417304200
"64" "538838899981025280" "Going to hit @Walmart  up on the way home hope its not busy," "tklsummertime72" FALSE FALSE 1417304179
"65" "538838733064519680" "@Walmart - That was my last order for ShiptoStore. Painful process, 30 min wait and then the associate can't find the item in the back." "v4vishal" FALSE FALSE 1417304139
"66" "538838729017028608" "@Walmart wouldn't know how to find one. The employee I spoke to said I have no idea what you are talking about." "maleficent_cle" FALSE FALSE 1417304138
"67" "538838582413111297" "I JUST FOUND MY FAVORITE BRA IN MY COUCH @WALMART @MARTHaSTEWART" "cocoakink" FALSE FALSE 1417304103
"68" "538838435939614721" "@walmart So you will price match online retailers, but you won't price match you own online price in store?" "adamtanderson" FALSE FALSE 1417304068
"69" "538838433632755712" "@Walmart were I American maybe." "emotionbukkit" FALSE FALSE 1417304068
"70" "538838409347735552" "IS ANYONE ELSE GETTING SCREWED OVER BY @WALMART? PAID HUNDREDS FOR AN ITEM THAT THERES NO WAY FOR ME TO GET!! AND NO WAY TO GET REFUNDED!!!!" "callmejwil_AR" FALSE FALSE 1417304062
"71" "538838378016673794" "Breaks my heart #PaulFromWalmart @Walmart told friend @HighImpactMom after she had chemo that she needed to buy a coffin or urn." "MJasonHouck" FALSE FALSE 1417304055
"72" "538838281820323840" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "DBeliever1" TRUE FALSE 1417304032
"73" "538838277856317440" "@pmarca .@WalMart is brilliantly-run.  They've successfully socialized the costs of their low prices." "livecut" FALSE FALSE 1417304031
"74" "538837933457825793" "@Walmart said THERE ISNT ANYTHING THEY CAN DO! That my item will go to a store I dont live in, how will they contact me if i can't register" "callmejwil_AR" FALSE FALSE 1417303949
"75" "538837766273253376" "RT @Meghan_Trainor: Who's getting the @Epic_Records Christmas EP from @Walmart???? #IllBeHomeForChristmas Ì†ºÌæÑÌ†ºÌæâÌ†ºÌæß http://t.co/EGRDoJmwuy http:/‚Ä¶" "ChloMonaldi" TRUE FALSE 1417303909
"76" "538837743259099136" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "annambaibe_" TRUE FALSE 1417303903
"77" "538837712803860480" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "StanForTheVamps" TRUE FALSE 1417303896
"78" "538837432536670210" "It's #CyberWeek at @Walmart ! Get up to 50% off + free shipping on eligible orders $50+ http://t.co/HA1rUVh2iq" "VigLinkInsider" FALSE FALSE 1417303829
"79" "538837359643480064" "@AllieGier @AllieGier  WANNA TXT ME  I WENT TO SCHOOL W/ U  &amp; LET ME TELL U I HAVE A FULL TIME JOB @ THE @LakeJacksonTX  @Walmart" "mjtirto5" FALSE FALSE 1417303812
"80" "538837188281397249" "RT @AustinMahone: Is your mom going to @Walmart after work??Ì†ΩÌ∏ú Tell her to get #THESECRET !! http://t.co/CgNXy57y5t" "Shaddihernandez" TRUE FALSE 1417303771
"81" "538837140063272960" "I think it's extremely shitty of @walmart to not price match their online prices in-store. LAME." "timdehring" FALSE FALSE 1417303759
"82" "538836981342810113" "@walmart, really, item is in same state as me, and is going to take 4 days to get to me via @fedex ?" "firehoppr" FALSE FALSE 1417303722
"83" "538836789482778626" "RT @Brittin95: ‚Äú@Walmart: @Brittin95 Hi Brittin! Who is your favorite character on the show? -Beth‚Äù

Opie. Now slide in my DMs, Beth." "YaBoy0smin" TRUE FALSE 1417303676
"84" "538836580706680833" "‚Äú@DCGopGirl: I really just want to go to @Walmart. #1020pm #random‚ÄùI bet you'll love your new job as a Walmart greeter then #ElizabethLauten" "CoffeeLiberals" FALSE FALSE 1417303626
"85" "538836508569251840" "RT @WaddySolomon: All CD's are 30 percent off tomorrow morning at @Walmart - so go get @TheVampsband debut USA release! #MeetTheVamps http:‚Ä¶" "jbxthevampsxr5" TRUE FALSE 1417303609
"86" "538836494266675202" "@Walmart YOU GONE PAY FOR IT ? CAUSE ITS NOT CHRISTMAS YET" "shadiestb_" FALSE FALSE 1417303605
"87" "538836410992967681" "RT @TheVampsband: Today is #BlackFriday don't sleep in and miss it like Brad! Remember you can get the album in @Walmart‚Ä¶ http://t.co/8LlZK‚Ä¶" "jbxthevampsxr5" TRUE FALSE 1417303586
"88" "538836303480365057" "RT @TheVampsband: Hey USA! Miss us yet? Stop by @Target @ClairesStores @Walmart and grab #MeetTheVamps today #BlackFriday http://t.co/EL9Qm‚Ä¶" "jbxthevampsxr5" TRUE FALSE 1417303560
"89" "538836186589319169" "Rude! MT @RealLifeSarah: #paulfromwalmart told @HighImpactMom to buy a COFFIN because she has cancer. http://t.co/FsnYu2KpMg @walmart" "MJasonHouck" FALSE FALSE 1417303532
"90" "538836095405158400" "I just checked in @Walmart with #mPLACES" "korkease3" FALSE FALSE 1417303510
"91" "538836086735134721" "I want to #win this $100 @Walmart Gift card #giveaway to buy a @DaisyOutdoor from @stayclosetohome 11/30 US http://t.co/isXUm1s082" "3taratops" FALSE FALSE 1417303508
"92" "538835882665844737" "RT @TheVampsband: Hey USA! Miss us yet? Stop by @Target @ClairesStores @Walmart and grab #MeetTheVamps today #BlackFriday http://t.co/EL9Qm‚Ä¶" "Fatharrey" TRUE FALSE 1417303460
"93" "538835715564777472" "@Walmart I'm waiting for an apology for @HighImpactMom Can you at least acknowledge the incident? I won't give up." "MJasonHouck" FALSE FALSE 1417303420
"94" "538835463167942656" "@Walmart visited your store twice and called them five times on double billing. Have not met a person who would resolve" "monadnomad" FALSE FALSE 1417303360
"95" "538835352820015105" "RT @Walmart: @ttttara21 No regrets! Sounds like you had a great haul! ~WalmartElves" "yolameduh" TRUE FALSE 1417303333
"96" "538835344209104897" "$100 @Walmart Gift Card #Sweeps from @ManTripping to buy an @DaisyOutdoor #ItsADaisy BB Gun; Enter Here: http://t.co/otaUanBAdl" "jjak2003" FALSE FALSE 1417303331
"97" "538835154526285824" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "NatHdz1D" TRUE FALSE 1417303286
"98" "538834999752278020" "RT @rudymancuso: Musica with Wisin @Juanlmorera in @Walmart's Holiday hub. Stay tuned. #ad http://t.co/rhhh2GLkh9" "DaRealFreaks" TRUE FALSE 1417303249
"99" "538834473035784192" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "AnahinMarquez" TRUE FALSE 1417303124
"100" "538834376612933632" "@Walmart What can be done about this? Are you going to address #PaulFromWalmart incident? @RealLifeSarah @HighImpactMom" "MJasonHouck" FALSE FALSE 1417303101
"101" "538834316399484929" "I just checked in @Walmart with #mPLACES" "petrock82" FALSE FALSE 1417303086
"102" "538834155942215681" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "mukerotic" TRUE FALSE 1417303048
"103" "538834089219227648" "Had to change the channel during @Walmart Christmas add.... Oy that singing is horrible" "loverdorff" FALSE FALSE 1417303032
"104" "538834032029884416" "RT @TheVampsband: Today is #BlackFriday don't sleep in and miss it like Brad! Remember you can get the album in @Walmart‚Ä¶ http://t.co/8LlZK‚Ä¶" "Wageneralicia" TRUE FALSE 1417303018
"105" "538833994977411072" "RT @Brittin95: ‚Äú@Walmart: @Brittin95 Hi Brittin! Who is your favorite character on the show? -Beth‚Äù

Opie. Now slide in my DMs, Beth." "RandomWWE1043" TRUE FALSE 1417303010
"106" "538833827461087232" "@Walmart Any awesome deals on #XboxOne games going on :3? I missed Black Friday &lt;." "BarDiDar" FALSE FALSE 1417302970
"107" "538833826693529600" "RT @PeacefulChrist: @DebraPianalto @wendellshaw5 @Walmart @gamma_ray239 stop deal with businesses tht encourage halal food because using it‚Ä¶" "wendellshaw5" TRUE FALSE 1417302969
"108" "538833745726689281" "RT @TheVampsband: Hey USA! Miss us yet? Stop by @Target @ClairesStores @Walmart and grab #MeetTheVamps today #BlackFriday http://t.co/EL9Qm‚Ä¶" "tresdemayovia1D" TRUE FALSE 1417302950
"109" "538833713019490304" "@RealLifeSarah @HighImpactMom This is disgusting. @walmart are you listening? #PaulFromWalmart should lose his job." "MJasonHouck" FALSE FALSE 1417302942
"110" "538833699651862528" "I want to #win this $100 @Walmart Gift card #giveaway to buy a @DaisyOutdoor from @stayclosetohome 11/30 US http://t.co/kVercyL23s" "jjak2003" FALSE FALSE 1417302939
"111" "538833599261597698" "@Walmart is their still plans for a neighborhood market to go into the rock springs plaza in Apopka Florida?" "Ibrad09" FALSE FALSE 1417302915
"112" "538833538041520129" "RT @FifthHarmony: We're such Christmas fangirls!! Get your copy of \"I'll Be Home for Christmas\" at your local @Walmart today!! http://t.co/‚Ä¶" "myheartisdelena" TRUE FALSE 1417302901
"113" "538833469007466496" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "mmmqcyo" TRUE FALSE 1417302884
"114" "538833439651139584" "Here are 4 ways @WinCoFoods is CRUSHING @Walmart ‚Äî and why that's awesome. (via @Upworthy) http://t.co/dLRQRCfkae" "newincarolina" FALSE FALSE 1417302877
"115" "538833089078648832" "RT @raju: 10% of @Walmart's mobile-generated sales emanate from inside a Wal-Mart store: http://t.co/1ZnkxDBkfn
@sarahhalzack http://t.co/k‚Ä¶" "vkasdeshpande" TRUE FALSE 1417302794
"116" "538832813790076929" "RT @ricekrispies: Dulce de Leche Treats make a caramelicious gift. Get recipe &amp; ingredients at @Walmart. http://t.co/Dxbr1fN27n
https://t.c‚Ä¶" "cebryna_g" TRUE FALSE 1417302728
"117" "538832799437189121" "RT @NaiyaVanity: #BlackRadiance has sooo many #colors of #lipstick ‚ô° I'm just going to buy ALL of them! Im searching @meijers, @walmart, @C‚Ä¶" "TheLipstickNews" TRUE FALSE 1417302725
"118" "538832752062529538" "RT @poorsumbich: @Trent_Hill @SenSanders @Walmart You realize that 40% of welfare goes to children? And 20% of our armed forces receive ben‚Ä¶" "llisal8on" TRUE FALSE 1417302713
"119" "538832696643174400" "RT @poorsumbich: @Trent_Hill @SenSanders @Walmart Hey Nimrod, if your town has a WalMart, YOUR TAXES PAY THEIR WELFARE!   WAKE UP, FOOL!" "llisal8on" TRUE FALSE 1417302700
"120" "538832664724516864" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "La_Ptite_Yas" TRUE FALSE 1417302692
"121" "538832637897764865" "@poorsumbich @Trent_Hill @SenSanders @Walmart thank you JQP idiots don't realize tax payers are filling Wal Farts coffers" "llisal8on" FALSE FALSE 1417302686
"122" "538832538878218240" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "mysticclifford_" TRUE FALSE 1417302662
"123" "538832522231046144" "Everyday should be #SmallBusinessSaturday !!! Fuck @Walmart and @Target . Don't support their opressive practices." "RiverzDaniel" FALSE FALSE 1417302658
"124" "538832466052907008" "RT @Walmart: @crusinchristina That is a great collection of movies! Thank you for shopping with us. ~WalmartElves" "crusinchristina" TRUE FALSE 1417302645
"125" "538832441570762752" "@Walmart anytime I love Walmart" "crusinchristina" FALSE FALSE 1417302639
"126" "538832327162728448" "@maxthedonkey @KBoirvel @Nettaaaaaaaa @Walmart  yeah. buy from 'independent business'  they set up in parking lots" "wicked_cricket" FALSE FALSE 1417302612
"127" "538832262033600512" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "starlightbbiebs" TRUE FALSE 1417302596
"128" "538832167292645377" "A Winter Staple! Knit Leggings on Sale $4 @Walmart http://t.co/6QOU4DID7m http://t.co/YZi8SU0WOm" "LandOTMuslimah" FALSE FALSE 1417302574
"129" "538832106626232320" "RT @maxthedonkey: @wicked_cricket @KBoirvel @Nettaaaaaaaa @Walmart  best way to boycott with money is to find places to spend it that repre‚Ä¶" "wicked_cricket" TRUE FALSE 1417302559
"130" "538832044005289985" "RT @KBoirvel: @maxthedonkey @wicked_cricket @Nettaaaaaaaa @Walmart http://t.co/kABlDhyuio open to help on the site" "wicked_cricket" TRUE FALSE 1417302544
"131" "538831980998451200" "@RaiseUpfor15 Parody video pokes fun @Walmart and @FoxNews shilling for #Walmart &amp; 1% - filmed @ DC #WalmartStrikers https://t.co/1dpOO1udh1" "LightJabPR" FALSE FALSE 1417302529
"132" "538831873456488449" ". @DebraPianalto @PeacefulChrist @Walmart @gamma_ray239 #CulturalJihad one small change at a time." "Grubama" FALSE FALSE 1417302504
"133" "538831825586511872" "Enter to #Win a @Walmart $100 Gift Card for a new @DaisyOutdoor Gun for the Holidays - RT and enter! http://t.co/DsmyvNlZDA" "jjak2003" FALSE FALSE 1417302492
"134" "538831773665206273" "RT @AdrianaLopezS: The Miracle-Grow¬Æ #AeroGarden¬Æ 3SL includes the seed pods &amp; nutrients just add water watch it grow buy @Walmart http://t‚Ä¶" "kitchen_play" TRUE FALSE 1417302480
"135" "538831712625913856" "@Trent_Hill @SenSanders @Walmart it affects u walmart make employees go on WELFARE to survive that is TAX payers get head out of ASS&amp; learn" "llisal8on" FALSE FALSE 1417302465
"136" "538831613816496128" "RT @Sarah__Reynolds: * @Walmart has no excuse not to raise wages.Stand up to greed on #BlackFriday http://t.co/u7mCEwCOtx #WalmartStrikers ‚Ä¶" "AdoresScotland" TRUE FALSE 1417302442
"137" "538831536209272832" "#BlackRadiance has sooo many #colors of #lipstick ‚ô° I'm just going to buy ALL of them! Im searching @meijers, @walmart, @CVS and @Walgreens!" "NaiyaVanity" FALSE FALSE 1417302423
"138" "538831310463442944" "RT @DebraPianalto: .@Walmart WHAT THE HECK? mt\"@gamma_ray239: Walmart 2 Sell Sharia-Compliant Halal Meat In Ohio http://t.co/9x42SgybNR htt‚Ä¶" "PeacefulChrist" TRUE FALSE 1417302370
"139" "538831290179801089" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "connorsburgers" TRUE FALSE 1417302365
"140" "538831275277434880" "@Walmart I've only seen the 1st episode" "MorganTyler86" FALSE FALSE 1417302361
"141" "538831234877902849" "@DebraPianalto @wendellshaw5 @Walmart @gamma_ray239 stop deal with businesses tht encourage halal food because using its money to kill ppl" "PeacefulChrist" FALSE FALSE 1417302352
"142" "538830919709523968" "Stock up your goodies at @DollarTree and @Walmart will take care of the rest. Both help to SAVE MONEY! LIVE BETTER! http://t.co/XvIklpxKj5" "ericrileybrown" FALSE FALSE 1417302276
"143" "538830868307927041" "RT @IslandRecords: While you're out shopping for great deals don't forget to stop by @ClairesStores, @Target or @Walmart to get @TheVampsba‚Ä¶" "Mikachu1299" TRUE FALSE 1417302264
"144" "538830668063854593" "@DollarTree has Pepsi and Coke for $1 each. No Dr. Pepper Available. @Walmart has 2 LTRS $1 ea or under $2. TYK http://t.co/YLJ0yGhXVt" "ericrileybrown" FALSE FALSE 1417302216
"145" "538830452614643713" "@maxthedonkey @wicked_cricket @Nettaaaaaaaa @Walmart http://t.co/kABlDhyuio open to help on the site" "KBoirvel" FALSE FALSE 1417302165
"146" "538830399016017920" "RT @Sarah__Reynolds: * @Walmart has no excuse not to raise wages.Stand up to greed on #BlackFriday http://t.co/u7mCEwCOtx #WalmartStrikers ‚Ä¶" "xtrfhyk8uk8h" TRUE FALSE 1417302152
"147" "538830274646523904" "RT @DebraPianalto: .@Walmart WHAT THE HECK? mt\"@gamma_ray239: Walmart 2 Sell Sharia-Compliant Halal Meat In Ohio http://t.co/9x42SgybNR htt‚Ä¶" "wendellshaw5" TRUE FALSE 1417302123
